3.47826,88.5106
3.47826,91.9149
3.47826,95.3192
3.47826,98.7234
3.47826,102.128
3.47826,105.532
3.47826,108.936
6.95652,85.1064
6.95652,88.5106
6.95652,91.9149
6.95652,95.3192
6.95652,98.7234
6.95652,102.128
6.95652,105.532
6.95652,108.936
6.95652,112.34
10.4348,81.7021
10.4348,85.1064
10.4348,88.5106
10.4348,91.9149
10.4348,95.3192
10.4348,98.7234
10.4348,102.128
10.4348,105.532
10.4348,108.936
10.4348,112.34
13.913,78.2979
13.913,81.7021
13.913,85.1064
13.913,88.5106
13.913,91.9149
13.913,95.3192
13.913,98.7234
13.913,102.128
13.913,105.532
13.913,108.936
13.913,112.34
17.3913,78.2979
17.3913,81.7021
17.3913,85.1064
17.3913,88.5106
17.3913,91.9149
17.3913,95.3192
17.3913,98.7234
17.3913,102.128
17.3913,105.532
20.8696,20.4255
20.8696,23.8298
20.8696,27.234
20.8696,30.6383
20.8696,34.0426
20.8696,37.4468
20.8696,40.8511
20.8696,44.2553
20.8696,78.2979
20.8696,81.7021
20.8696,85.1064
20.8696,88.5106
20.8696,91.9149
20.8696,95.3192
24.3478,17.0213
24.3478,20.4255
24.3478,23.8298
24.3478,27.234
24.3478,30.6383
24.3478,34.0426
24.3478,37.4468
24.3478,40.8511
24.3478,44.2553
24.3478,74.8936
24.3478,78.2979
24.3478,81.7021
24.3478,85.1064
24.3478,88.5106
24.3478,91.9149
27.8261,13.617
27.8261,17.0213
27.8261,20.4255
27.8261,23.8298
27.8261,27.234
27.8261,30.6383
27.8261,34.0426
27.8261,37.4468
27.8261,40.8511
27.8261,44.2553
27.8261,47.6596
27.8261,51.0638
27.8261,54.4681
27.8261,71.4894
27.8261,74.8936
27.8261,78.2979
27.8261,81.7021
27.8261,85.1064
27.8261,88.5106
27.8261,91.9149
31.3043,13.617
31.3043,17.0213
31.3043,20.4255
31.3043,23.8298
31.3043,27.234
31.3043,30.6383
31.3043,34.0426
31.3043,37.4468
31.3043,40.8511
31.3043,44.2553
31.3043,47.6596
31.3043,51.0638
31.3043,54.4681
31.3043,57.8723
31.3043,61.2766
31.3043,64.6809
31.3043,68.0851
31.3043,71.4894
31.3043,74.8936
31.3043,78.2979
31.3043,81.7021
31.3043,85.1064
31.3043,88.5106
31.3043,91.9149
34.7826,10.2128
34.7826,13.617
34.7826,17.0213
34.7826,20.4255
34.7826,23.8298
34.7826,27.234
34.7826,30.6383
34.7826,34.0426
34.7826,37.4468
34.7826,40.8511
34.7826,44.2553
34.7826,47.6596
34.7826,51.0638
34.7826,54.4681
34.7826,57.8723
34.7826,61.2766
34.7826,64.6809
34.7826,68.0851
34.7826,71.4894
34.7826,74.8936
34.7826,78.2979
34.7826,81.7021
34.7826,85.1064
34.7826,88.5106
34.7826,91.9149
38.2609,6.80851
38.2609,10.2128
38.2609,13.617
38.2609,17.0213
38.2609,20.4255
38.2609,23.8298
38.2609,27.234
38.2609,30.6383
38.2609,34.0426
38.2609,37.4468
38.2609,40.8511
38.2609,44.2553
38.2609,47.6596
38.2609,51.0638
38.2609,54.4681
38.2609,57.8723
38.2609,61.2766
38.2609,64.6809
38.2609,68.0851
38.2609,71.4894
38.2609,74.8936
38.2609,78.2979
38.2609,81.7021
38.2609,85.1064
38.2609,88.5106
38.2609,91.9149
38.2609,95.3192
38.2609,112.34
38.2609,115.745
38.2609,119.149
38.2609,122.553
38.2609,125.957
38.2609,129.362
38.2609,132.766
38.2609,136.17
41.7391,6.80851
41.7391,10.2128
41.7391,13.617
41.7391,17.0213
41.7391,20.4255
41.7391,23.8298
41.7391,27.234
41.7391,30.6383
41.7391,34.0426
41.7391,37.4468
41.7391,40.8511
41.7391,44.2553
41.7391,47.6596
41.7391,51.0638
41.7391,54.4681
41.7391,57.8723
41.7391,61.2766
41.7391,64.6809
41.7391,68.0851
41.7391,71.4894
41.7391,74.8936
41.7391,78.2979
41.7391,81.7021
41.7391,85.1064
41.7391,88.5106
41.7391,91.9149
41.7391,95.3192
41.7391,98.7234
41.7391,102.128
41.7391,105.532
41.7391,108.936
41.7391,112.34
41.7391,115.745
41.7391,119.149
41.7391,122.553
41.7391,125.957
41.7391,129.362
41.7391,132.766
41.7391,136.17
41.7391,139.574
41.7391,142.979
41.7391,146.383
45.2174,6.80851
45.2174,10.2128
45.2174,13.617
45.2174,17.0213
45.2174,20.4255
45.2174,23.8298
45.2174,27.234
45.2174,30.6383
45.2174,34.0426
45.2174,37.4468
45.2174,40.8511
45.2174,44.2553
45.2174,47.6596
45.2174,51.0638
45.2174,54.4681
45.2174,57.8723
45.2174,61.2766
45.2174,64.6809
45.2174,68.0851
45.2174,71.4894
45.2174,74.8936
45.2174,78.2979
45.2174,81.7021
45.2174,85.1064
45.2174,88.5106
45.2174,91.9149
45.2174,95.3192
45.2174,98.7234
45.2174,102.128
45.2174,105.532
45.2174,108.936
45.2174,112.34
45.2174,115.745
45.2174,119.149
45.2174,122.553
45.2174,125.957
45.2174,129.362
45.2174,132.766
45.2174,136.17
45.2174,139.574
45.2174,142.979
45.2174,146.383
45.2174,149.787
48.6957,6.80851
48.6957,10.2128
48.6957,13.617
48.6957,17.0213
48.6957,20.4255
48.6957,23.8298
48.6957,27.234
48.6957,30.6383
48.6957,34.0426
48.6957,37.4468
48.6957,40.8511
48.6957,44.2553
48.6957,47.6596
48.6957,51.0638
48.6957,54.4681
48.6957,57.8723
48.6957,61.2766
48.6957,64.6809
48.6957,68.0851
48.6957,71.4894
48.6957,74.8936
48.6957,78.2979
48.6957,81.7021
48.6957,85.1064
48.6957,88.5106
48.6957,91.9149
48.6957,95.3192
48.6957,98.7234
48.6957,102.128
48.6957,105.532
48.6957,108.936
48.6957,112.34
48.6957,115.745
48.6957,119.149
48.6957,122.553
48.6957,125.957
48.6957,129.362
48.6957,132.766
48.6957,136.17
48.6957,139.574
48.6957,142.979
48.6957,146.383
48.6957,149.787
52.1739,6.80851
52.1739,10.2128
52.1739,13.617
52.1739,17.0213
52.1739,20.4255
52.1739,23.8298
52.1739,27.234
52.1739,30.6383
52.1739,34.0426
52.1739,37.4468
52.1739,40.8511
52.1739,44.2553
52.1739,47.6596
52.1739,51.0638
52.1739,54.4681
52.1739,57.8723
52.1739,61.2766
52.1739,64.6809
52.1739,68.0851
52.1739,71.4894
52.1739,74.8936
52.1739,78.2979
52.1739,81.7021
52.1739,85.1064
52.1739,88.5106
52.1739,91.9149
52.1739,95.3192
52.1739,98.7234
52.1739,102.128
52.1739,105.532
52.1739,108.936
52.1739,112.34
52.1739,115.745
52.1739,119.149
52.1739,122.553
52.1739,125.957
52.1739,129.362
52.1739,132.766
52.1739,136.17
52.1739,139.574
52.1739,142.979
52.1739,146.383
52.1739,149.787
55.6522,10.2128
55.6522,13.617
55.6522,17.0213
55.6522,20.4255
55.6522,23.8298
55.6522,27.234
55.6522,30.6383
55.6522,34.0426
55.6522,37.4468
55.6522,40.8511
55.6522,44.2553
55.6522,47.6596
55.6522,51.0638
55.6522,54.4681
55.6522,57.8723
55.6522,61.2766
55.6522,64.6809
55.6522,68.0851
55.6522,71.4894
55.6522,74.8936
55.6522,78.2979
55.6522,81.7021
55.6522,85.1064
55.6522,88.5106
55.6522,91.9149
55.6522,95.3192
55.6522,98.7234
55.6522,102.128
55.6522,105.532
55.6522,108.936
55.6522,112.34
55.6522,115.745
55.6522,119.149
