74,26,3.47826,88.5106,3.41218,88.5106,
74,73,3.47826,88.5106,3.47826,88.3626,
74,75,3.47826,88.5106,3.47826,91.9149,
74,122,3.47826,88.5106,6.95652,88.5106,
75,27,3.47826,91.9149,1.89256,91.9149,
75,74,3.47826,91.9149,3.47826,88.5106,
75,76,3.47826,91.9149,3.47826,95.3192,
75,123,3.47826,91.9149,6.95652,91.9149,
76,28,3.47826,95.3192,1.22492,95.3192,
76,75,3.47826,95.3192,3.47826,91.9149,
76,77,3.47826,95.3192,3.47826,98.7234,
76,124,3.47826,95.3192,6.95652,95.3192,
77,29,3.47826,98.7234,1.22492,98.7234,
77,76,3.47826,98.7234,3.47826,95.3192,
77,78,3.47826,98.7234,3.47826,102.128,
77,125,3.47826,98.7234,6.95652,98.7234,
78,30,3.47826,102.128,1.29435,102.128,
78,77,3.47826,102.128,3.47826,98.7234,
78,79,3.47826,102.128,3.47826,105.532,
78,126,3.47826,102.128,6.95652,102.128,
79,31,3.47826,105.532,1.47151,105.532,
79,78,3.47826,105.532,3.47826,102.128,
79,80,3.47826,105.532,3.47826,108.936,
79,127,3.47826,105.532,6.95652,105.532,
80,32,3.47826,108.936,2.15288,108.936,
80,79,3.47826,108.936,3.47826,105.532,
80,81,3.47826,108.936,3.47826,112.277,
80,128,3.47826,108.936,6.95652,108.936,
121,73,6.95652,85.1064,5.08942,85.1064,
121,120,6.95652,85.1064,6.95652,81.832,
121,122,6.95652,85.1064,6.95652,88.5106,
121,169,6.95652,85.1064,10.4348,85.1064,
122,74,6.95652,88.5106,3.47826,88.5106,
122,121,6.95652,88.5106,6.95652,85.1064,
122,123,6.95652,88.5106,6.95652,91.9149,
122,170,6.95652,88.5106,10.4348,88.5106,
123,75,6.95652,91.9149,3.47826,91.9149,
123,122,6.95652,91.9149,6.95652,88.5106,
123,124,6.95652,91.9149,6.95652,95.3192,
123,171,6.95652,91.9149,10.4348,91.9149,
124,76,6.95652,95.3192,3.47826,95.3192,
124,123,6.95652,95.3192,6.95652,91.9149,
124,125,6.95652,95.3192,6.95652,98.7234,
124,172,6.95652,95.3192,10.4348,95.3192,
125,77,6.95652,98.7234,3.47826,98.7234,
125,124,6.95652,98.7234,6.95652,95.3192,
125,126,6.95652,98.7234,6.95652,102.128,
125,173,6.95652,98.7234,10.4348,98.7234,
126,78,6.95652,102.128,3.47826,102.128,
126,125,6.95652,102.128,6.95652,98.7234,
126,127,6.95652,102.128,6.95652,105.532,
126,174,6.95652,102.128,10.4348,102.128,
127,79,6.95652,105.532,3.47826,105.532,
127,126,6.95652,105.532,6.95652,102.128,
127,128,6.95652,105.532,6.95652,108.936,
127,175,6.95652,105.532,10.4348,105.532,
128,80,6.95652,108.936,3.47826,108.936,
128,127,6.95652,108.936,6.95652,105.532,
128,129,6.95652,108.936,6.95652,112.34,
128,176,6.95652,108.936,10.4348,108.936,
129,81,6.95652,112.34,3.50322,112.34,
129,128,6.95652,112.34,6.95652,108.936,
129,130,6.95652,112.34,6.95652,114.813,
129,177,6.95652,112.34,10.4348,112.34,
168,120,10.4348,81.7021,7.03058,81.7021,
168,167,10.4348,81.7021,10.4348,78.3989,
168,169,10.4348,81.7021,10.4348,85.1064,
168,216,10.4348,81.7021,13.913,81.7021,
169,121,10.4348,85.1064,6.95652,85.1064,
169,168,10.4348,85.1064,10.4348,81.7021,
